account_id,account_name,domain,industry,employee_range,country,lifecycle_stage,created_date,last_activity_date,owner,arr_eur,renewal_date,created_date_parsed,created_date_format,last_activity_date_parsed,last_activity_date_format,renewal_date_parsed,renewal_date_format,country_clean,domain_clean,domain_root,domain_source,has_domain,name_norm,dup_marker,last_activity_flag,entity_id,is_master,merged_into
ACC-009315,RoccaHub & Co,,Media,11-50,Pays-Bas,lost,07/18/26,07/22/26,t.becker,,,2026-07-18,mdy,2026-07-22,mdy,,empty,NL,,roccahub,inferred_from_contacts,1,roccahub,,,ENT-14908,0,ACC-015984
ACC-022529,OvalitasFood SARL,ovalitasfood.co,Agriculture,51-200,FR,prospect,05/11/26,16/05/2026,a.morel,,,2026-05-11,mdy,2026-05-16,dmy,,empty,FR,ovalitasfood.co,ovalitasfood,declared,1,ovalitasfood,,,ENT-13074,1,
ACC-010483,Axioforge,axioforge.com,Construction,11-50,Switzerland,prospect,10/10/21,,l.moreau,,,2021-10-10,mdy,,empty,,empty,CH,axioforge.com,axioforge,declared,1,axioforge,,,ENT-00944,1,
ACC-004556,EderivenWorks SA,ederivenworks.io,,51-200,France,lead,02/06/2022,,s.okafor,,,2022-06-02,dmy,,empty,,empty,FR,ederivenworks.io,ederivenworks,declared,1,ederivenworks,,,ENT-04537,1,
ACC-011030,IvorohalIndustries Group,ivorohalindustries.eu,Logistics,11-50,Italy,lost,14/05/2024,,j.vandenberg,,,2024-05-14,dmy,,empty,,empty,IT,ivorohalindustries.eu,ivorohalindustries,declared,1,ivorohalindustries,,,ENT-08357,1,
ACC-004400,OvalifinLogic SARL,ovalifinlogic.eu,Real Estate,501-1000,Switzerland,lead,02/01/2024,03/19/24,p.lindqvist,,,2024-01-02,dmy,2024-03-19,mdy,,empty,CH,ovalifinlogic.eu,ovalifinlogic,declared,1,ovalifinlogic,,,ENT-12811,0,ACC-012632
ACC-005795,Ovalicalindustries,,,11-50,France,prospect,2024-03-03,2024-10-17,m.delacroix,,,2024-03-03,iso,2024-10-17,iso,,empty,FR,,ovalicalindustries,inferred_from_contacts,1,ovalicalindustries,,,ENT-12754,1,
ACC-024205,PerricalPartners Group,perricalpartners.fr,Hospitality,201-500,Fr,lead,2019-09-04,11/07/21,,,,2019-09-04,iso,2021-11-07,mdy,,empty,FR,perricalpartners.fr,perricalpartners,declared,1,perricalpartners,,,ENT-13172,1,
ACC-006753,Delfihalmobility Group,delfihalmobility.eu,Hospitality,51-200,ES,prospect,2021-03-06,08/22/23,j.vandenberg,,,2021-03-06,iso,2023-08-22,mdy,,empty,ES,delfihalmobility.eu,delfihalmobility,declared,1,delfihalmobility,,,ENT-03445,1,
ACC-010305,Estevanexmobility,estevanexmobility.co,Energy,,belgium,lead,26/04/2021,,,,,2021-04-26,dmy,,empty,,empty,BE,estevanexmobility.co,estevanexmobility,declared,1,estevanexmobility,,,ENT-04781,1,
ACC-010988,Belfolexpharma SA,belfolexpharma.fr,Healthcare,501-1000,CH,lead,11/02/21,07/01/2025,,,,2021-11-02,mdy,2025-01-07,dmy,,empty,CH,belfolexpharma.fr,belfolexpharma,declared,1,belfolexpharma,,,ENT-01416,0,ACC-006384
ACC-017211,MeririnLogic,meririnlogic.fr,Retail,11-50,Pays-Bas,churned,11/06/20,2026-06-08,j.vandenberg,3000,,2020-11-06,mdy,2026-06-08,iso,,empty,NL,meririnlogic.fr,meririnlogic,declared,1,meririnlogic,,,ENT-10982,1,
ACC-022874,ArdenrinDynamics SA,ardenrindynamics.eu,Consulting,51-200,DE,lost,2022-05-18,22/02/2026,c.rinaldi,,,2022-05-18,iso,2026-02-22,dmy,,empty,DE,ardenrindynamics.eu,ardenrindynamics,declared,1,ardenrindynamics,,,ENT-00726,0,ACC-028738
ACC-025586,SylvaGroup SA,sylvagroup.io,Logistics,501-1000,France,prospect,2024-05-07,04/23/26,,,,2024-05-07,iso,2026-04-23,mdy,,empty,FR,sylvagroup.io,sylvagroup,declared,1,sylvagroup,,,ENT-16523,1,
ACC-011946,Lorrinexretail SARL,,Energy,1001-5000,France,prospect,23/05/2025,,m.delacroix,,,2025-05-23,dmy,,empty,,empty,FR,,lorrinexretail,inferred_from_contacts,1,lorrinexretail,,,ENT-09681,1,
ACC-024093,VespipraImmo France,vespipraimmo.fr,Telecom,11-50,Belgique,prospect,2019-06-23,2021-07-03,l.moreau,,,2019-06-23,iso,2021-07-03,iso,,empty,BE,vespipraimmo.fr,vespipraimmo,declared,1,vespipraimmo,,,ENT-19124,0,ACC-027018
ACC-010342,AxiohalSystems & Co,,,201-500,Pays-Bas,opportunity,2023-05-22,10/12/24,t.becker,,,2023-05-22,iso,2024-10-12,mdy,,empty,NL,,axiohalsystems,inferred_from_contacts,1,axiohalsystems,,,ENT-00984,1,
ACC-026464,Ovalienergie SARL,ovalienergie.fr,Logistics,11-50,Fr,lead,09/16/23,11/14/24,m.delacroix,,,2023-09-16,mdy,2024-11-14,mdy,,empty,FR,ovalienergie.fr,ovalienergie,declared,1,ovalienergie,,,ENT-12795,0,ACC-002860
ACC-022781,ArdenhalLabs,ardenhallabs.fr,Software,51-200,france,lead,2025-12-26,2026-05-24,s.okafor,,,2025-12-26,iso,2026-05-24,iso,,empty,FR,ardenhallabs.fr,ardenhallabs,declared,1,ardenhallabs,,,ENT-00570,1,
ACC-023462,Yelloquilabs SA,,Logistics,1-10,Italie,lead,11/22/18,2020-11-01,p.lindqvist,,,2018-11-22,mdy,2020-11-01,iso,,empty,IT,,yelloquilabs,inferred_from_contacts,1,yelloquilabs,,,ENT-19963,1,
ACC-006078,SerenilumRetail SARL,serenilumretail.com,Financial Services,501-1000,France,lead,2025-04-28,03/09/2025,j.vandenberg,,,2025-04-28,iso,2025-09-03,dmy,,empty,FR,serenilumretail.com,serenilumretail,declared,1,serenilumretail,,,ENT-15365,1,
ACC-028665,VECTOTASGROUP,www.vectotasgroup.eu,Financial Services,11-50,Pays-Bas,prospect,09/24/21,,s.okafor,,,2021-09-24,mdy,,empty,,empty,NL,vectotasgroup.eu,vectotasgroup,declared,1,vectotasgroup,,,ENT-18392,1,
ACC-027774,VertitasPartners,vertitaspartners.io,Logistics,501-1000,france,lead,02/16/18,2024-06-21,p.lindqvist,,,2018-02-16,mdy,2024-06-21,iso,,empty,FR,vertitaspartners.io,vertitaspartners,declared,1,vertitaspartners,,,ENT-18819,1,
ACC-009798,HelioEnergie,helioenergie.co,Real Estate,501-1000,france,customer,2022-03-08,02/05/26,l.moreau,25000,05/29/27,2022-03-08,iso,2026-02-05,mdy,2027-05-29,mdy,FR,helioenergie.co,helioenergie,declared,1,helioenergie,,,ENT-07479,1,
ACC-024326,Ivorodordata,ivorodordata.com,Media,11-50,Switzerland,lost,2021-12-03,11/23/24,,,,2021-12-03,iso,2024-11-23,mdy,,empty,CH,ivorodordata.com,ivorodordata,declared,1,ivorodordata,,,ENT-08276,1,
ACC-009743,ArdenbelData,ardenbeldata.fr,Manufacturing,11-50,FR,lead,2021-12-24,03/10/2022,,,,2021-12-24,iso,2022-10-03,dmy,,empty,FR,ardenbeldata.fr,ardenbeldata,declared,1,ardenbeldata,,,ENT-00435,0,ACC-024377
ACC-011965,Corticalhub SARL,corticalhub.eu,Logistics,501-1000,Italie,lead,05/02/2018,2025-04-20,m.delacroix,,,2018-02-05,dmy,2025-04-20,iso,,empty,IT,corticalhub.eu,corticalhub,declared,1,corticalhub,,,ENT-02948,1,
ACC-024491,Rapirindynamics SARL,rapirindynamics.io,Real Estate,51-200,CH,lead,07/21/23,2024-12-18,,,,2023-07-21,mdy,2024-12-18,iso,,empty,CH,rapirindynamics.io,rapirindynamics,declared,1,rapirindynamics,,,ENT-14645,0,ACC-029387
ACC-011717,Grimofinlogistics Group,grimofinlogistics.com,Energy,1001-5000,Fr,lead,06/20/21,2024-11-23,a.morel,,,2021-06-20,mdy,2024-11-23,iso,,empty,FR,grimofinlogistics.com,grimofinlogistics,declared,1,grimofinlogistics,,,ENT-06674,0,ACC-007445
ACC-002811,NordihalSolutions,nordihalsolutions.fr,Manufacturing,5000+,nederland,lead,2022-07-28,,,,,2022-07-28,iso,,empty,,empty,NL,nordihalsolutions.fr,nordihalsolutions,declared,1,nordihalsolutions,,,ENT-11632,1,
ACC-017011,Primosolgroup,primosolgroup.com,Real Estate,201-500,Fr,opportunity,12/27/18,2023-03-05,,,,2018-12-27,mdy,2023-03-05,iso,,empty,FR,primosolgroup.com,primosolgroup,declared,1,primosolgroup,,,ENT-13863,1,
ACC-023189,Stellamarconseil,stellamarconseil.com,Telecom,11-50,Switzerland,lead,10/06/24,25/05/2026,c.rinaldi,,,2024-10-06,mdy,2026-05-25,dmy,,empty,CH,stellamarconseil.com,stellamarconseil,declared,1,stellamarconseil,,,ENT-16180,1,
ACC-003634,Grimogorforge,grimogorforge.co,,201-500,spain,lead,2018-03-25,2023-11-19,j.vandenberg,,,2018-03-25,iso,2023-11-19,iso,,empty,ES,grimogorforge.co,grimogorforge,declared,1,grimogorforge,,,ENT-06693,0,ACC-013793
ACC-003405,LumitasSystems SA,lumitassystems.co,Media,51-200,France,lost,2021-12-15,2024-03-24,m.delacroix,,,2021-12-15,iso,2024-03-24,iso,,empty,FR,lumitassystems.co,lumitassystems,declared,1,lumitassystems,,,ENT-10208,1,
ACC-025770,EstevalexFinance France,estevalexfinance.co,Automotive,11-50,belgium,lost,08/16/19,11/17/19,,,,2019-08-16,mdy,2019-11-17,mdy,,empty,BE,estevalexfinance.co,estevalexfinance,declared,1,estevalexfinance,,,ENT-04706,1,
ACC-017173,Flexilexconseil Group,flexilexconseil.com,Agriculture,201-500,FRANCE,prospect,2020-05-22,2022-12-22,t.becker,,,2020-05-22,iso,2022-12-22,iso,,empty,FR,flexilexconseil.com,flexilexconseil,declared,1,flexilexconseil,,,ENT-05925,1,
ACC-007378,TerraPartners,,Software,201-500,Switzerland,customer,2022-10-23,2026-07-05,c.rinaldi,25000,19/04/2027,2022-10-23,iso,2026-07-05,iso,2027-04-19,dmy,CH,,terrapartners,inferred_from_contacts,1,terrapartners,,,ENT-17459,1,
ACC-010467,CorticalLab,corticallab.fr,Education,11-50,DE,prospect,27/03/2026,2026-06-02,,,,2026-03-27,dmy,2026-06-02,iso,,empty,DE,corticallab.fr,corticallab,declared,1,corticallab,,,ENT-02951,1,
ACC-025122,FernogorImmo SAS,fernogorimmo.fr,Consulting,51-200,BE,prospect,04/07/2023,2023-11-22,s.okafor,,,2023-07-04,dmy,2023-11-22,iso,,empty,BE,fernogorimmo.fr,fernogorimmo,declared,1,fernogorimmo,,,ENT-05487,1,
ACC-007207,PrimogorConsulting,primogorconsulting.com,Retail,1-10,DE,lead,03/08/2023,09/08/2025,c.rinaldi,,,2023-08-03,dmy,2025-08-09,dmy,,empty,DE,primogorconsulting.com,primogorconsulting,declared,1,primogorconsulting,,,ENT-13641,1,
ACC-020036,VertivenFood SA,vertivenfood.fr,Manufacturing,51-200,FR,lead,02/28/23,09/15/25,j.vandenberg,,,2023-02-28,mdy,2025-09-15,mdy,,empty,FR,vertivenfood.fr,vertivenfood,declared,1,vertivenfood,,,ENT-18833,1,
ACC-011134,Belfobelsolutions,belfobelsolutions.eu,Consulting,51-200,DE,churned,10/03/18,2025-01-18,a.morel,3000,,2018-10-03,mdy,2025-01-18,iso,,empty,DE,belfobelsolutions.eu,belfobelsolutions,declared,1,belfobelsolutions,,,ENT-01266,0,ACC-020412
ACC-025458,TalogorGroup SAS,,Manufacturing,51-200,FRANCE,lead,09/21/18,12/13/18,p.lindqvist,,,2018-09-21,mdy,2018-12-13,mdy,,empty,FR,,talogorgroup,inferred_from_contacts,1,talogorgroup,,,ENT-16905,1,
ACC-001387,Nordilextech,nordilextech.fr,Hospitality,1-10,france,lead,12/01/24,2026-05-22,c.rinaldi,,,2024-12-01,mdy,2026-05-22,iso,,empty,FR,nordilextech.fr,nordilextech,declared,1,nordilextech,,,ENT-11657,0,ACC-023720
ACC-029278,Roccaviaforge France,,Construction,201-500,Fr,lost,29/03/2019,,a.morel,,,2019-03-29,dmy,,empty,,empty,FR,,roccaviaforge,inferred_from_contacts,1,roccaviaforge,,,ENT-15161,0,ACC-027404
ACC-016136,Cendramardata SARL,cendramardata.fr,Education,11-50,France,churned,2025-06-24,2026-02-07,p.lindqvist,8000,,2025-06-24,iso,2026-02-07,iso,,empty,FR,cendramardata.fr,cendramardata,declared,1,cendramardata,,,ENT-02704,1,
ACC-003638,Nordiquifinance,nordiquifinance.fr,Consulting,201-500,Italie,customer,04/07/23,17/03/2024,,12000,09/02/2027,2023-04-07,mdy,2024-03-17,dmy,2027-02-09,dmy,IT,nordiquifinance.fr,nordiquifinance,declared,1,nordiquifinance,,,ENT-11756,1,
ACC-001931,HaldepraImmo Group,haldepraimmo.eu,Energy,201-500,Switzerland,prospect,07/04/20,12/15/25,j.vandenberg,,,2020-07-04,mdy,2025-12-15,mdy,,empty,CH,haldepraimmo.eu,haldepraimmo,declared,1,haldepraimmo,,,ENT-07245,0,ACC-018069
ACC-011622,Ovalitaslogic Group,ovalitaslogic.eu,Manufacturing,11-50,FR,customer,03/29/23,29/06/2026,p.lindqvist,5000,02/09/27,2023-03-29,mdy,2026-06-29,dmy,2027-02-09,mdy,FR,ovalitaslogic.eu,ovalitaslogic,declared,1,ovalitaslogic,,,ENT-13081,1,
ACC-014387,RapilexForge,rapilexforge.co,Energy,51-200,Spain,customer,06/01/23,06/02/26,j.vandenberg,3000,2026-10-01,2023-06-01,mdy,2026-06-02,mdy,2026-10-01,iso,ES,rapilexforge.co,rapilexforge,declared,1,rapilexforge,,,ENT-14503,1,
ACC-004008,FlexidorFinance SAS,flexidorfinance.com,Software,11-50,Fr,lead,12/23/18,09/11/22,s.okafor,,,2018-12-23,mdy,2022-09-11,mdy,,empty,FR,flexidorfinance.com,flexidorfinance,declared,1,flexidorfinance,,,ENT-05830,1,
ACC-006675,Lumimarforge SAS,lumimarforge.fr,Agriculture,1-10,GB,lost,14/07/2018,16/02/2025,c.rinaldi,,,2018-07-14,dmy,2025-02-16,dmy,,empty,GB,lumimarforge.fr,lumimarforge,declared,1,lumimarforge,,,ENT-10054,1,
ACC-004023,Brioservices France,brioservices.co,Logistics,51-200,BE,prospect,09/18/18,31/10/2020,m.delacroix,,,2018-09-18,mdy,2020-10-31,dmy,,empty,BE,brioservices.co,brioservices,declared,1,brioservices,,,ENT-01994,1,
ACC-006325,MeriquiImmo,meriquiimmo.fr,Healthcare,201-500,Allemagne,customer,11/01/20,10/22/21,j.vandenberg,40000,05/04/2027,2020-11-01,mdy,2021-10-22,mdy,2027-04-05,dmy,DE,meriquiimmo.fr,meriquiimmo,declared,1,meriquiimmo,,,ENT-10952,1,
ACC-018217,PrimocalFlow,primocalflow.io,Retail,51-200,IT,prospect,07/09/2025,01/07/26,t.becker,,,2025-09-07,dmy,2026-01-07,mdy,,empty,IT,primocalflow.io,primocalflow,declared,1,primocalflow,,,ENT-13567,1,
ACC-010913,Flexisolpharma SARL,flexisolpharma.eu,Logistics,51-200,FRANCE,prospect,2019-12-28,2022-05-19,,,,2019-12-28,iso,2022-05-19,iso,,empty,FR,flexisolpharma.eu,flexisolpharma,declared,1,flexisolpharma,,,ENT-06100,1,
ACC-022863,RoccanexForge France,roccanexforge.fr,Automotive,11-50,nederland,customer,03/01/2019,24/07/2021,t.becker,40000,2026-09-05,2019-01-03,dmy,2021-07-24,dmy,2026-09-05,iso,NL,roccanexforge.fr,roccanexforge,declared,1,roccanexforge,,,ENT-14991,1,
ACC-019278,Grimoviadynamics,grimoviadynamics.co,Agriculture,1-10,Espagne,lead,29/02/2020,05/24/21,l.moreau,,,2020-02-29,dmy,2021-05-24,mdy,,empty,ES,grimoviadynamics.co,grimoviadynamics,declared,1,grimoviadynamics,,,ENT-06977,1,
ACC-029923,DelfiDynamics,delfidynamics.com,Software,11-50,CH,prospect,19/01/2019,,c.rinaldi,,,2019-01-19,dmy,,empty,,empty,CH,delfidynamics.com,delfidynamics,declared,1,delfidynamics,,,ENT-03381,0,ACC-012947
ACC-012199,TalomarSystems SARL,talomarsystems.fr,,201-500,Belgium,prospect,07/01/2020,2025-10-20,j.vandenberg,,,2020-01-07,dmy,2025-10-20,iso,,empty,BE,talomarsystems.fr,talomarsystems,declared,1,talomarsystems,,,ENT-17019,1,
ACC-013414,PrimodorSystems,primodorsystems.com,Automotive,51-200,IT,prospect,06/11/19,18/12/2020,,,,2019-06-11,mdy,2020-12-18,dmy,,empty,IT,primodorsystems.com,primodorsystems,declared,1,primodorsystems,,,ENT-13612,1,
ACC-015517,Lorriquilogic,lorriquilogic.eu,Financial Services,1-10,GB,opportunity,07/12/19,01/18/25,,,,2019-07-12,mdy,2025-01-18,mdy,,empty,GB,lorriquilogic.eu,lorriquilogic,declared,1,lorriquilogic,,,ENT-09723,1,
ACC-016306,MeritasData,,Telecom,501-1000,DE,lost,2018-06-30,20/08/2021,,,,2018-06-30,iso,2021-08-20,dmy,,empty,DE,,meritasdata,inferred_from_contacts,1,meritasdata,,,ENT-11019,1,
ACC-004906,OptilexTech,optilextech.fr,Real Estate,1001-5000,Fr,customer,2018-04-20,2025-08-02,,5000,18/04/2027,2018-04-20,iso,2025-08-02,iso,2027-04-18,dmy,FR,optilextech.fr,optilextech,declared,1,optilextech,,,ENT-12479,1,
ACC-019558,Caurilexpartners France,caurilexpartners.eu,Media,11-50,FRANCE,prospect,09/05/18,,s.okafor,,,2018-09-05,mdy,,empty,,empty,FR,caurilexpartners.eu,caurilexpartners,declared,1,caurilexpartners,,,ENT-02250,1,
ACC-029578,SoliviaHub,soliviahub.fr,,11-50,IT,prospect,23/02/2020,,c.rinaldi,,,2020-02-23,dmy,,empty,,empty,IT,soliviahub.fr,soliviahub,declared,1,soliviahub,,,ENT-15962,0,ACC-016134
ACC-023585,CaurisolImmo Group,caurisolimmo.com,Real Estate,1001-5000,Netherlands,lead,2023-10-06,2026-05-26,c.rinaldi,,,2023-10-06,iso,2026-05-26,iso,,empty,NL,caurisolimmo.com,caurisolimmo,declared,1,caurisolimmo,,,ENT-02412,1,
ACC-017594,Gallihalworks & Co,gallihalworks.fr,Energy,1-10,Pays-Bas,lead,01/23/19,2026-04-18,p.lindqvist,,,2019-01-23,mdy,2026-04-18,iso,,empty,NL,gallihalworks.fr,gallihalworks,declared,1,gallihalworks,,,ENT-06318,0,ACC-027646
ACC-000240,Cendralexenergie SAS,cendralexenergie.co,Logistics,11-50,France,churned,04/14/26,05/03/26,p.lindqvist,12000,,2026-04-14,mdy,2026-05-03,mdy,,empty,FR,cendralexenergie.co,cendralexenergie,declared,1,cendralexenergie,,,ENT-02659,1,
ACC-013360,Cendrahallabs & Co,cendrahallabs.com,Telecom,51-200,BE,lead,01/07/2023,,s.okafor,,,2023-07-01,dmy,,empty,,empty,BE,cendrahallabs.com,cendrahallabs,declared,1,cendrahallabs,,,ENT-02638,0,ACC-014541
ACC-010338,FernofinLogic,fernofinlogic.fr,Real Estate,11-50,Belgique,opportunity,04/01/2019,,p.lindqvist,,,2019-01-04,dmy,,empty,,empty,BE,fernofinlogic.fr,fernofinlogic,declared,1,fernofinlogic,,,ENT-05462,1,
ACC-006563,Briotech,briotech.fr,Hospitality,51-200,FRANCE,lead,03/20/21,2022-09-02,p.lindqvist,,,2021-03-20,mdy,2022-09-02,iso,,empty,FR,briotech.fr,briotech,declared,1,briotech,,,ENT-02044,0,ACC-000437
ACC-018194,PerriviaEnergie SA,perriviaenergie.fr,Real Estate,201-500,Pays-Bas,opportunity,11/19/19,04/03/20,,,,2019-11-19,mdy,2020-04-03,mdy,,empty,NL,perriviaenergie.fr,perriviaenergie,declared,1,perriviaenergie,,,ENT-13520,1,
ACC-003344,Primonexhub SAS,primonexhub.fr,Logistics,11-50,FR,prospect,03/23/19,2020-08-11,,,,2019-03-23,mdy,2020-08-11,iso,,empty,FR,primonexhub.fr,primonexhub,declared,1,primonexhub,,,ENT-13764,1,
ACC-009392,Helioviadynamics France,helioviadynamics.fr,Financial Services,11-50,France,churned,26/03/2020,14/08/2023,l.moreau,5000,,2020-03-26,dmy,2023-08-14,dmy,,empty,FR,helioviadynamics.fr,helioviadynamics,declared,1,helioviadynamics,,,ENT-07785,1,
ACC-001781,TalorinSoft,,Healthcare,201-500,germany,prospect,12/06/2018,2022-01-16,p.lindqvist,,,2018-06-12,dmy,2022-01-16,iso,,empty,DE,,talorinsoft,inferred_from_contacts,1,talorinsoft,,,ENT-17109,1,
ACC-017637,YellomarSolutions & Co,yellomarsolutions.com,Energy,,france,lost,07/15/25,08/08/25,s.okafor,,,2025-07-15,mdy,2025-08-08,mdy,,empty,FR,yellomarsolutions.com,yellomarsolutions,declared,1,yellomarsolutions,,,ENT-19895,1,
ACC-000997,Fernotasconseil & Co,fernotasconseil.fr,,1001-5000,ES,prospect,01/03/18,,,,,2018-01-03,mdy,,empty,,empty,ES,fernotasconseil.fr,fernotasconseil,declared,1,fernotasconseil,,,ENT-05716,1,
ACC-026348,Caurinexindustries Group,caurinexindustries.fr,Hospitality,201-500,FR,lead,11/09/2018,,l.moreau,,,2018-09-11,dmy,,empty,,empty,FR,caurinexindustries.fr,caurinexindustries,declared,1,caurinexindustries,,,ENT-02312,1,
ACC-014554,OptivenDynamics SA,optivendynamics.eu,Agriculture,501-1000,Spain,prospect,09/20/24,10/12/25,c.rinaldi,,,2024-09-20,mdy,2025-10-12,mdy,,empty,ES,optivendynamics.eu,optivendynamics,declared,1,optivendynamics,,,ENT-12672,1,
ACC-017983,Quantibelhub France,quantibelhub.com,Real Estate,501-1000,FR,lead,02/12/2020,05/25/22,,,,2020-12-02,dmy,2022-05-25,mdy,,empty,FR,quantibelhub.com,quantibelhub,declared,1,quantibelhub,,,ENT-13961,0,ACC-015169
ACC-026067,Axiohaltech & Co,axiohaltech.co,Retail,11-50,FR,lead,2020-02-09,2023-08-11,,,,2020-02-09,iso,2023-08-11,iso,,empty,FR,axiohaltech.co,axiohaltech,declared,1,axiohaltech,,,ENT-00985,1,
ACC-009829,Yellopralogic,www.yellopralogic.io,Retail,501-1000,france,churned,02/09/2019,25/04/2023,,12000,,2019-09-02,dmy,2023-04-25,dmy,,empty,FR,yellopralogic.io,yellopralogic,declared,1,yellopralogic,,,ENT-19940,1,
ACC-024363,AltahalSoft,altahalsoft.fr,Logistics,11-50,Fr,prospect,15/12/2022,2025-05-29,,,,2022-12-15,dmy,2025-05-29,iso,,empty,FR,altahalsoft.fr,altahalsoft,declared,1,altahalsoft,,,ENT-00154,1,
ACC-008924,Wallilexdigital SA,wallilexdigital.fr,Energy,501-1000,Espagne,lead,2018-06-05,2025-05-08,s.okafor,,,2018-06-05,iso,2025-05-08,iso,,empty,ES,wallilexdigital.fr,wallilexdigital,declared,1,wallilexdigital,,,ENT-19423,0,ACC-019957
ACC-027094,Vertimartech France,vertimartech.io,Manufacturing,51-200,UK,lost,01/16/24,2025-12-31,m.delacroix,,,2024-01-16,mdy,2025-12-31,iso,,empty,GB,vertimartech.io,vertimartech,declared,1,vertimartech,,,ENT-18683,0,ACC-005373
ACC-018896,Nordifinflow,nordifinflow.fr,Energy,,Spain,customer,04/19/20,08/20/20,t.becker,5000,09/11/2026,2020-04-19,mdy,2020-08-20,mdy,2026-11-09,dmy,ES,nordifinflow.fr,nordifinflow,declared,1,nordifinflow,,,ENT-11570,1,
ACC-027351,TerralexLab,terralexlab.io,Agriculture,11-50,Espagne,lead,2020-06-02,12/07/2024,p.lindqvist,,,2020-06-02,iso,2024-07-12,dmy,,empty,ES,terralexlab.io,terralexlab,declared,1,terralexlab,,,ENT-17373,1,
ACC-010214,Doriodigital,doriodigital.io,,1-10,Fr,customer,09/27/22,14/07/2026,c.rinaldi,8000,02/14/27,2022-09-27,mdy,2026-07-14,dmy,2027-02-14,mdy,FR,doriodigital.io,doriodigital,declared,1,doriodigital,,,ENT-03772,1,
ACC-029838,OptihalData,optihaldata.eu,Telecom,11-50,United Kingdom,lost,07/24/23,,,,,2023-07-24,mdy,,empty,,empty,GB,optihaldata.eu,optihaldata,declared,1,optihaldata,,,ENT-12432,0,ACC-004956
ACC-002689,StellamarTech,stellamartech.io,Consulting,11-50,germany,lost,03/20/21,,,,,2021-03-20,mdy,,empty,,empty,DE,stellamartech.io,stellamartech,declared,1,stellamartech,,,ENT-16202,0,ACC-021392
ACC-010146,Lorridorgroup SARL,lorridorgroup.co,Media,51-200,Fr,lost,2023-04-10,07/10/23,c.rinaldi,,,2023-04-10,iso,2023-07-10,mdy,,empty,FR,lorridorgroup.co,lorridorgroup,declared,1,lorridorgroup,,,ENT-09489,0,ACC-000872
ACC-010933,Zephilumgroup,zephilumgroup.co,Energy,51-200,FRANCE,lead,2025-02-21,2025-02-21,p.lindqvist,,,2025-02-21,iso,2025-02-21,iso,,empty,FR,zephilumgroup.co,zephilumgroup,declared,1,zephilumgroup,,,ENT-20286,1,
ACC-006460,RapivenData SA,,Telecom,51-200,FR,prospect,04/17/26,07/16/26,s.okafor,,,2026-04-17,mdy,2026-07-16,mdy,,empty,FR,,rapivendata,inferred_from_contacts,1,rapivendata,,,ENT-14711,1,
ACC-021237,Fabrifindata SAS,fabrifindata.co,Real Estate,501-1000,BE,prospect,30/07/2019,31/10/2020,a.morel,,,2019-07-30,dmy,2020-10-31,dmy,,empty,BE,fabrifindata.co,fabrifindata,declared,1,fabrifindata,,,ENT-05037,1,
ACC-007062,UlmiquiPartners,ulmiquipartners.com,,51-200,FRANCE,prospect,27/06/2026,2026-07-18,a.morel,,,2026-06-27,dmy,2026-07-18,iso,,empty,FR,ulmiquipartners.com,ulmiquipartners,declared,1,ulmiquipartners,,,ENT-17912,0,ACC-022536
ACC-025024,Perripraconseil,perripraconseil.fr,Financial Services,201-500,france,lost,2024-08-10,28/09/2024,j.vandenberg,,,2024-08-10,iso,2024-09-28,dmy,,empty,FR,perripraconseil.fr,perripraconseil,declared,1,perripraconseil,,,ENT-13376,1,
ACC-014523,OvalitasConsulting,www.ovalitasconsulting.com,Hospitality,1-10,FRANCE,lead,01/13/25,30/03/2025,j.vandenberg,,,2025-01-13,mdy,2025-03-30,dmy,,empty,FR,ovalitasconsulting.com,ovalitasconsulting,declared,1,ovalitasconsulting,,,ENT-13069,1,
ACC-022689,Ederirinforge France,ederirinforge.co,Real Estate,11-50,Italy,lead,08/28/23,10/12/2023,a.morel,,,2023-08-28,mdy,2023-12-10,dmy,,empty,IT,ederirinforge.co,ederirinforge,declared,1,ederirinforge,,,ENT-04453,1,
ACC-003359,Belfohalfood SAS,belfohalfood.com,,501-1000,Italie,lost,08/08/22,10/31/23,a.morel,,,2022-08-08,mdy,2023-10-31,mdy,,empty,IT,belfohalfood.com,belfohalfood,declared,1,belfohalfood,,,ENT-01380,0,ACC-001901
ACC-003329,GallivenEnergie,gallivenenergie.fr,,51-200,belgium,lead,18/07/2020,12/12/23,t.becker,,,2020-07-18,dmy,2023-12-12,mdy,,empty,BE,gallivenenergie.fr,gallivenenergie,declared,1,gallivenenergie,,,ENT-06544,0,ACC-023558
